ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2022-07-27T00:00:00.000000000Z,35,2,529,86.870000000,90.620000000,86.290000000,89.980000000,13048372,AMD
2022-07-27T00:00:00.000000000Z,35,2,4849,110.020000000,113.910000000,108.000000000,112.380000000,17078944,GOOGL
2022-07-27T00:00:00.000000000Z,35,2,10287,394.600000000,402.880000000,393.940000000,400.430000000,11014950,SPY
2022-07-27T00:00:00.000000000Z,35,2,10986,786.850000000,827.780000000,784.900000000,820.570000000,6503809,TSLA
2022-07-27T00:00:00.000000000Z,35,2,7620,216.530000000,227.780000000,214.600000000,226.180000000,2929571,NFLX
2022-07-27T00:00:00.000000000Z,35,2,8156,74.900000000,76.110000000,74.310000000,74.820000000,757822,ORCL
2022-07-27T00:00:00.000000000Z,35,2,27,153.000000000,157.330000000,152.170000000,156.460000000,21645375,AAPL
2022-07-27T00:00:00.000000000Z,35,2,7066,163.560000000,170.870000000,158.870000000,161.700000000,10335007,META
2022-07-27T00:00:00.000000000Z,35,2,4582,25.130000000,25.665000000,24.810000000,25.590000000,3942618,GDX
2022-07-27T00:00:00.000000000Z,35,2,7902,170.610000000,179.350000000,168.270000000,177.290000000,11072350,NVDA
2022-07-27T00:00:00.000000000Z,35,2,7369,261.670000000,269.990000000,258.800000000,267.920000000,13436876,MSFT
2022-07-27T00:00:00.000000000Z,35,2,9497,140.400000000,142.830000000,140.120000000,142.100000000,379728,RSP
2022-07-28T00:00:00.000000000Z,35,2,7067,161.040000000,163.200000000,154.850000000,161.580000000,15319402,META
2022-07-28T00:00:00.000000000Z,35,2,7624,225.000000000,228.100000000,219.660000000,226.520000000,2257990,NFLX
2022-07-28T00:00:00.000000000Z,35,2,9501,142.990000000,144.670000000,141.550000000,144.550000000,175529,RSP
2022-07-28T00:00:00.000000000Z,35,2,27,155.650000000,164.000000000,154.410000000,162.020000000,18799546,AAPL
2022-07-28T00:00:00.000000000Z,35,2,4846,112.170000000,115.650000000,111.020000000,115.070000000,9045275,GOOGL
2022-07-28T00:00:00.000000000Z,35,2,10291,400.230000000,409.690000000,398.150000000,408.210000000,9393323,SPY
2022-07-28T00:00:00.000000000Z,35,2,8160,75.350000000,77.270000000,74.760000000,77.200000000,627817,ORCL
2022-07-28T00:00:00.000000000Z,35,2,4579,25.970000000,26.360000000,25.675000000,26.130000000,4492308,GDX
2022-07-28T00:00:00.000000000Z,35,2,7906,175.920000000,181.400000000,174.400000000,179.170000000,8108971,NVDA
2022-07-28T00:00:00.000000000Z,35,2,7371,267.830000000,278.500000000,265.650000000,277.580000000,8992113,MSFT
2022-07-28T00:00:00.000000000Z,35,2,529,89.570000000,92.230000000,88.600000000,91.140000000,9206665,AMD
2022-07-28T00:00:00.000000000Z,35,2,586,120.190000000,139.450000000,118.090000000,138.950000000,17893596,AMZN
2022-07-28T00:00:00.000000000Z,35,2,10990,820.530000000,853.690000000,815.000000000,853.000000000,5560349,TSLA
2022-07-29T00:00:00.000000000Z,35,2,7903,180.030000000,182.440000000,176.930000000,181.750000000,8648156,NVDA
2022-07-29T00:00:00.000000000Z,35,2,8157,76.730000000,78.160000000,76.550000000,77.900000000,469745,ORCL
2022-07-29T00:00:00.000000000Z,35,2,10988,853.820000000,894.970000000,837.310000000,890.000000000,6762224,TSLA
2022-07-29T00:00:00.000000000Z,35,2,7066,160.820000000,161.860000000,155.170000000,158.250000000,10291641,META
2022-07-29T00:00:00.000000000Z,35,2,585,137.900000000,138.390000000,132.420000000,134.880000000,33702475,AMZN
